0.192	7.604
1.236	7.837
1.104	8.241
3.858	8.793
3.151	8.851
4.626	9.306
4.955	9.446
7.378	10.215
3.532	10.857
3.498	11.339
13.910	15.576
15.614	18.645
17.977	19.548
20.879	22.485
20.832	23.142
21.132	23.220
22.739	23.944
21.758	24.348
23.466	27.215
22.799	27.354
25.428	27.433
26.808	29.987
26.390	30.230
28.849	32.342
31.057	32.464
31.134	33.205
32.071	33.362
33.140	34.094
33.102	34.794
36.187	37.327
36.164	38.196
36.341	38.310
36.573	39.031
35.771	39.032
38.231	39.401
38.263	39.860
39.657	40.815
38.416	41.198
39.868	41.643
41.380	44.546
43.511	44.861
44.181	45.676
46.566	47.124
44.750	48.280
44.262	48.464
49.378	52.728
52.128	53.203
52.435	53.998
50.505	54.407
52.582	54.630
53.958	56.750
53.107	56.912
53.406	58.587
57.546	60.028
58.547	60.483
58.430	62.293
60.445	62.589
61.000	63.194
65.261	66.679
65.114	67.200
67.330	69.420
69.361	70.410
69.474	71.711
72.929	74.584
75.274	76.086
75.438	77.090
81.352	81.920
82.744	83.950
81.721	84.313
84.008	85.005
82.354	86.529
82.798	86.891
89.147	90.590
89.637	91.055
87.593	91.363
87.270	92.015
95.099	96.886
98.867	99.706
100.292	100.542
99.917	101.622
101.360	102.134
99.375	102.361
102.042	103.708
101.819	104.643
108.314	109.128
106.016	109.936
111.671	113.499
114.888	116.719
118.620	119.243
117.060	120.783
120.293	121.266
124.703	126.855
127.244	128.258
127.642	128.711
128.769	129.203
129.631	130.445
128.947	130.662
130.634	132.180
132.180	133.694
133.049	134.121
136.281	138.208
136.215	138.788
136.513	139.161
138.085	140.584
139.863	143.271
144.158	145.044
144.485	146.028
146.011	147.621
146.251	149.801
148.451	150.945
152.724	155.050
154.162	157.079
158.892	160.673
159.132	161.082
163.405	164.451
163.572	164.919
163.577	164.991
165.341	166.662
164.894	166.896
165.726	169.575
170.573	172.839
172.527	173.635
172.680	174.938
173.926	176.216
174.859	177.012
175.637	177.992
173.730	179.339
178.307	179.710
177.675	179.906
179.523	182.789
185.315	187.278
188.425	189.229
187.135	190.429
189.082	191.262
191.158	193.554
190.253	193.754
192.483	195.233
196.171	199.409
198.424	199.536
200.065	202.080
202.451	203.343
203.403	204.972
204.829	207.261
206.393	208.133
206.705	209.073
206.809	210.117
207.764	210.792
209.430	212.079
209.783	212.507
212.470	215.117
214.105	216.894
215.404	216.990
217.456	218.373
223.517	224.318
222.274	225.162
223.715	226.383
224.082	227.094
224.232	227.242
224.833	229.202
224.507	229.203
229.437	230.630
230.348	231.245
229.270	231.396
232.636	233.787
234.309	236.778
241.221	243.616
241.734	244.309
242.415	246.087
245.681	246.524
245.760	246.912
248.203	249.846
250.652	250.978
250.779	252.384
252.327	254.627
253.656	256.855
253.739	257.333
254.979	257.937
255.560	259.250
256.296	260.401
257.998	262.871
262.539	263.864
259.686	264.463
258.289	264.475
258.216	264.633
264.688	265.094
258.905	266.317
266.447	267.845
269.015	270.101
268.640	270.541
271.056	273.802
272.466	276.660
274.866	277.697
277.242	277.894
278.223	279.144
278.755	280.227
278.283	280.361
279.682	281.926
280.207	283.108
281.078	286.788
285.568	287.592
283.333	287.845
283.525	287.853
289.372	290.819
294.572	295.308
296.828	297.800
297.880	298.364
296.122	298.392
299.213	299.816
301.748	303.882
301.778	304.164
305.200	306.844
302.223	307.306
309.061	312.112
317.458	318.721
319.420	320.691
322.277	323.950
324.817	325.603
326.384	326.713
329.293	333.087
330.425	334.639
333.191	336.724
332.701	337.695
334.256	340.020
341.201	342.952
341.886	345.967
344.940	348.239
345.772	348.260
347.232	348.756
346.648	349.001
347.633	350.876
355.749	357.325
357.316	359.139
359.120	361.669
358.992	362.654
359.155	364.326
359.834	364.772
362.737	365.961
363.148	366.538
365.749	367.804
366.408	367.979
361.664	368.675
361.096	368.842
369.547	370.986
370.198	372.410
371.821	374.009
373.722	374.445
370.917	375.827
380.146	382.002
382.610	383.814
383.317	384.103
379.731	384.488
385.163	386.053
384.749	386.116
384.534	387.814
387.293	388.106
385.714	388.220
389.360	390.172
389.562	390.337
388.855	392.140
391.180	392.673
391.482	393.033
391.477	393.839
392.156	394.148
392.690	395.111
394.214	395.156
394.359	395.608
391.600	396.403
395.758	396.915
394.402	397.405
396.723	399.251
398.893	401.433
401.617	403.367
402.618	404.017
405.666	406.902
406.613	407.283
407.666	408.572
408.520	409.249
409.937	412.223
411.649	412.684
413.179	415.025
417.182	418.264
415.996	418.644
416.541	419.381
417.601	420.685
418.248	421.771
420.963	422.852
417.612	423.041
420.263	423.467
421.013	423.693
421.170	423.908
424.117	425.078
423.752	426.183
421.592	428.515
426.117	429.434
426.760	429.442
429.018	431.295
426.684	432.031
429.994	432.258
430.246	432.705
432.543	434.708
434.729	436.018
432.683	436.026
431.899	436.028
436.707	438.094
437.965	438.374
438.069	439.931
437.749	441.277
440.200	442.926
442.532	444.837
443.872	446.900
444.532	448.306
447.703	448.888
450.866	452.772
449.692	453.799
454.526	456.971
455.940	457.651
456.109	457.671
457.492	460.189
457.476	460.640
459.440	461.426
458.720	461.560
458.209	462.482
459.739	462.965
462.606	463.178
463.179	463.925
460.855	464.462
463.365	464.784
464.393	466.284
465.542	466.556
466.851	467.972
468.865	469.616
468.680	470.362
470.094	472.304
470.664	472.408
469.506	473.340
470.976	474.056
472.174	474.178
472.254	475.884
476.438	478.455
477.776	478.592
478.986	479.224
478.594	481.241
477.949	481.486
