0.289	8.907
1.854	9.256
1.657	9.863
5.786	10.691
4.727	10.777
6.939	11.460
7.432	11.670
11.067	13.114
5.298	13.786
5.247	14.509
20.865	23.364
23.421	27.967
26.966	30.324
31.248	34.713
31.318	37.123
34.109	38.325
31.698	39.450
32.637	39.493
38.142	42.117
35.198	43.231
34.198	43.837
39.584	44.107
40.212	44.161
43.274	48.514
46.586	48.697
48.107	49.636
46.702	49.809
49.710	51.044
49.653	52.190
54.512	55.987
54.280	55.991
54.860	56.112
54.246	57.295
53.657	58.549
57.394	58.637
57.346	58.983
57.625	60.874
59.486	61.224
59.802	62.465
62.070	66.819
65.267	67.292
66.272	68.514
69.848	70.685
67.124	72.253
66.393	72.270
74.068	79.094
78.192	79.804
78.653	80.557
78.873	81.013
75.757	81.610
79.660	84.030
80.937	84.117
80.109	86.379
86.319	90.043
87.821	90.665
87.644	93.438
90.668	93.884
91.500	94.791
97.892	100.019
97.672	100.801
100.995	104.130
104.041	105.615
104.212	107.568
109.394	111.877
112.912	114.131
113.156	115.634
122.029	122.881
122.581	126.769
126.013	130.235
124.116	130.341
123.532	133.032
124.197	133.527
134.455	135.152
133.721	135.885
131.390	137.044
130.905	138.023
142.649	145.330
148.300	149.558
149.062	154.037
150.438	155.251
152.041	156.412
149.876	156.594
153.063	158.773
152.728	159.674
162.471	163.692
159.024	164.904
167.506	170.248
172.333	175.079
177.930	178.865
175.591	181.176
180.440	181.900
187.054	190.282
190.866	192.387
191.462	193.990
193.153	194.642
193.421	197.215
194.446	198.436
195.950	200.471
198.270	200.706
199.574	202.079
204.422	207.312
204.323	208.182
204.769	211.284
207.128	211.745
209.795	216.396
216.236	217.565
216.727	219.041
219.016	221.430
219.377	224.703
222.676	226.418
229.086	232.576
231.242	235.617
238.338	241.010
238.698	241.622
245.107	246.677
245.358	247.378
245.366	247.486
248.012	249.994
247.341	250.344
248.589	254.364
255.859	259.258
258.791	260.454
259.020	262.407
260.889	264.324
262.288	265.518
263.456	266.988
260.596	269.010
267.461	269.567
266.512	269.859
269.284	274.185
277.972	280.916
280.702	285.856
282.638	287.062
283.624	290.112
286.737	292.062
285.380	292.625
288.724	292.631
294.257	299.114
297.635	299.302
300.097	303.119
303.677	305.016
305.104	307.457
307.244	310.893
309.589	312.200
310.057	312.775
310.213	313.869
311.646	314.778
314.146	317.089
314.674	317.246
318.704	322.674
321.158	325.342
323.106	325.486
326.184	327.559
333.411	337.744
335.275	338.945
336.348	341.862
335.573	342.043
336.123	343.174
336.761	344.287
337.249	344.287
344.156	345.946
345.522	346.445
343.905	347.093
348.954	350.680
351.464	355.167
361.831	365.424
362.601	369.287
368.522	370.552
363.623	371.308
368.640	371.790
372.305	374.769
375.978	376.466
376.169	378.577
378.490	381.940
380.484	385.282
380.609	385.999
382.468	386.905
383.340	388.875
384.443	390.601
389.530	394.303
386.997	394.307
387.433	394.403
393.809	395.166
387.325	396.950
388.358	397.303
397.032	397.641
399.670	401.768
403.523	405.152
402.959	405.811
406.584	410.702
408.698	414.989
412.299	416.546
415.862	416.840
417.335	418.717
418.133	420.342
417.424	420.541
419.523	422.889
420.311	424.693
421.618	430.183
424.999	431.766
425.288	431.779
428.353	433.218
434.058	436.229
441.858	442.962
444.183	447.587
445.242	449.045
446.820	449.770
448.820	450.675
452.622	455.822
452.666	459.401
457.800	461.867
453.334	462.803
463.591	468.167
476.187	483.082
479.129	484.989
483.415	487.499
487.225	488.679
489.576	490.070
493.940	499.630
495.637	501.958
499.786	503.906
499.051	505.221
501.383	508.850
511.801	514.427
512.830	518.952
517.410	522.359
518.658	522.391
520.847	523.135
519.972	523.502
521.450	526.315
533.623	535.988
535.974	538.722
538.488	544.215
538.679	547.284
539.751	547.392
538.732	547.718
544.105	549.068
544.722	549.949
548.624	551.388
549.611	551.773
541.644	551.782
542.496	553.167
554.321	556.480
555.297	558.615
557.732	561.014
560.583	561.668
556.375	563.741
569.597	576.733
570.219	578.003
573.915	578.539
574.976	579.183
577.744	580.519
577.123	580.966
580.940	582.186
576.801	583.460
578.570	583.769
584.041	585.259
584.343	585.505
583.283	588.211
586.770	589.009
587.223	589.551
587.215	590.759
588.234	591.224
589.035	592.668
591.321	592.734
591.539	593.414
587.400	594.604
593.637	595.372
591.603	596.107
595.085	598.877
598.340	602.150
602.426	605.051
603.927	606.026
608.498	610.352
609.919	610.924
611.498	612.858
612.780	613.873
614.905	618.334
617.474	619.027
619.768	622.538
625.773	627.397
623.994	627.966
624.811	629.071
626.402	631.028
627.373	632.656
631.444	634.278
626.418	634.561
630.394	635.200
631.520	635.539
631.756	635.861
636.176	637.618
635.627	639.273
632.388	642.773
639.176	644.152
640.140	644.164
643.527	646.943
640.026	648.047
644.991	648.386
645.369	649.058
648.814	652.062
652.094	654.028
649.024	654.039
647.848	654.042
655.061	657.142
656.948	657.562
657.103	659.897
656.623	661.915
660.301	664.390
663.798	667.255
665.807	670.349
666.799	672.459
671.554	673.332
676.298	679.157
674.538	680.698
681.789	685.457
683.909	686.475
684.163	687.800
686.214	691.221
686.239	691.607
689.161	692.787
688.079	693.278
693.908	694.766
689.609	695.095
694.768	695.887
695.047	697.223
691.282	697.432
687.313	697.624
696.590	699.427
698.313	699.835
700.277	701.959
703.297	704.423
703.021	705.544
705.142	708.456
705.996	708.612
706.465	709.092
704.259	710.010
708.261	711.111
708.381	712.427
714.657	717.682
716.664	717.888
718.479	718.837
717.892	721.862
716.923	722.229
721.362	723.446
724.754	726.225
721.985	726.659
724.476	726.674
723.383	730.215
730.008	731.284
725.236	731.312
731.528	733.198
731.106	735.737
732.942	736.066
732.553	737.326
732.419	740.007
736.117	740.825
733.030	742.901
742.686	744.118
734.039	744.477
741.572	745.430
744.466	748.698
750.689	752.520
750.718	753.913
752.319	754.871
747.560	756.281
754.331	757.494
757.657	758.229
758.138	760.676
762.720	763.763
758.901	766.772
766.312	768.207
767.349	769.186
766.685	769.835
764.713	770.217
767.998	770.558
774.059	775.917
772.891	777.597
772.133	777.662
774.817	778.423
776.592	780.297
783.820	784.301
785.587	786.246
788.270	791.224
785.701	792.714
796.267	797.395
796.356	798.722
796.285	799.519
797.705	800.743
798.140	801.225
803.544	804.765
803.586	805.771
809.667	811.884
809.821	813.206
815.894	819.307
817.284	819.932
821.176	824.195
823.428	826.639
825.298	826.897
825.392	829.740
828.533	831.827
826.567	831.888
832.124	832.918
829.414	834.764
833.903	837.726
834.073	840.443
837.784	842.453
834.348	843.041
834.878	843.761
838.480	844.365
842.504	846.113
844.376	846.610
845.380	850.338
848.838	850.683
848.104	851.438
852.117	852.824
850.529	852.831
849.764	853.940
852.298	856.238
855.986	857.080
857.560	858.943
855.054	861.315
861.388	862.238
862.197	862.462
857.419	863.956
862.644	864.084
863.176	865.866
864.797	866.324
864.829	867.489
865.322	868.524
868.815	869.618
868.490	872.542
870.850	872.570
870.596	873.851
877.530	878.398
876.949	879.203
878.111	879.364
883.236	885.845
882.258	886.290
887.433	890.900
887.583	892.107
893.872	895.447
893.907	896.604
892.653	897.192
898.012	900.029
899.986	901.161
900.523	903.684
901.264	904.796
906.227	909.315
906.641	912.909
907.066	913.746
913.344	917.260
911.152	917.369
917.307	919.137
913.882	919.932
914.914	921.685
918.227	921.758
913.410	921.878
918.974	923.736
923.651	927.049
925.390	927.192
926.812	927.675
926.525	928.271
926.913	929.570
930.953	932.295
931.792	935.578
940.231	941.284
940.305	942.614
940.596	944.422
943.972	946.572
944.102	949.626
945.779	951.245
944.500	951.541
951.020	952.993
942.271	953.308
945.082	953.546
953.466	955.144
952.687	955.608
955.140	958.312
959.285	961.383
958.716	963.848
962.629	964.134
960.973	966.250
964.281	966.705
964.387	967.981
966.714	968.254
969.552	970.753
973.512	974.461
977.696	979.532
973.131	980.554
986.472	991.958
995.988	999.015
997.909	1000.749
999.134	1002.694
1005.343	1008.120
1005.679	1012.233
1006.635	1014.032
1007.905	1014.106
1009.076	1015.507
1007.794	1015.710
1011.960	1016.613
1010.138	1018.200
1015.165	1018.466
1009.151	1018.559
1018.956	1021.843
1020.483	1021.998
1019.067	1022.991
1024.860	1027.022
1028.726	1029.053
1025.176	1029.924
1029.665	1030.396
1028.508	1031.454
1031.000	1033.301
1032.741	1034.706
1034.085	1036.061
1037.259	1039.940
1035.621	1040.765
1039.053	1040.838
1040.590	1041.335
1042.395	1046.551
1046.145	1048.656
1045.247	1048.925
1049.234	1051.750
1050.247	1052.748
1054.261	1056.412
1051.232	1057.697
1056.151	1058.225
1057.289	1059.563
1060.423	1061.935
1057.622	1064.137
1062.921	1066.776
1062.454	1070.135
1069.820	1070.966
1070.870	1071.653
1070.107	1073.303
1071.594	1073.400
1071.406	1075.323
1072.488	1076.121
1072.622	1076.980
1075.162	1077.949
1077.551	1079.517
1080.743	1084.015
1083.245	1085.554
1084.174	1086.522
1085.092	1086.648
1085.635	1088.260
1081.766	1088.271
1087.553	1090.135
1090.970	1093.081
1092.044	1096.277
1096.768	1099.205
1099.987	1100.306
1097.980	1100.767
1100.667	1101.403
1098.839	1101.981
1105.697	1107.693
1103.851	1108.973
1111.471	1113.817
1116.328	1119.042
1117.480	1120.456
1118.402	1121.623
1118.637	1122.328
1123.480	1125.060
1125.184	1126.545
1126.993	1128.862
1128.918	1130.186
1131.367	1133.056
1132.794	1136.655
1127.619	1137.019
1135.852	1137.610
1133.862	1139.368
1143.055	1147.342
1146.706	1149.405
1148.112	1153.907
1150.328	1154.606
1151.184	1158.429
1148.380	1159.093
1150.946	1159.874
1155.139	1160.070
1153.516	1160.113
1155.025	1160.664
1155.867	1161.749
1159.881	1161.771
1146.932	1162.063
1161.535	1162.852
